SUBCAT,DESCRICAO
W048,"Fall, while being carried or supported by other person(s) - other specified locations"
W049,"Falling, while being carried or supported by other person(s) - location not specified"
W050,Fall involving a wheelchair - residence
W051,Fall involving a wheelchair - collective housing
W052,"Falls involving a wheelchair - schools, other institutions and areas of public administration"
W053,Fall involving a wheelchair - area for sports and athletics
W054,Fall involving a wheelchair - street and road
W055,Fall involving a wheelchair - commercial and service areas
W056,Fall involving a wheelchair - industrial and construction areas
W057,Fall involving a wheelchair - farm
W058,Fall involving a wheelchair - other specified locations
W059,Fall involving a wheelchair - location not specified
W060,Fall of a bed - residence
W061,Fall of a bed - collective housing
W062,"Fall of a bed - schools, other institutions and areas of public administration"
W063,Fall of a bed - area for the practice of sports and athletics
W064,Fall of a bed - street and road
W065,Fall of a bed - areas of commerce and services
W066,Fall of a bed - industrial and under construction areas
W067,Fall of a bed - farm
W068,Fall from a bed - other specified locations
W069,Fall of a bed - location not specified
W070,Fall from a chair - residence
W071,Fall from a chair - collective housing
W072,"Fall of a chair - schools, other institutions and areas of public administration"
W073,Fall from a chair - area for sports and athletics
W074,Falling from a chair - street and road
W075,Fall from a chair - areas of commerce and services
W076,Falling from a chair - industrial and construction areas
W077,Fall from a chair - farm
W078,Falling from a chair - other specified locations
W079,Fall from a chair - location not specified
W080,Fall of other type of furniture - residence
W081,Fall of other type of furniture - collective housing
W082,"Fall of other types of furniture - schools, other institutions and areas of public administration"
W083,Fall of other type of furniture - area for sports and athletics
W084,Fall of other type of furniture - street and road
W085,Fall of other types of furniture - commercial and service areas
W086,Fall of other types of furniture - industrial and construction areas
W087,Fall of other type of furniture - farmhouse
W088,Falling from other type of furniture - other specified locations
W089,Falling Other Type of Furniture - Unspecified Location
W090,Fall involving playground equipment - residence
W091,Fall involving playground equipment - collective housing
W092,"Crash involving playground equipment - schools, other institutions and public administration areas"
W093,Fall involving playground equipment - area for sports and athletics
W094,#CONNECT!
W095,Fall involving playground equipment - commercial and service areas
W096,Fall involving playground equipment - industrial and construction areas
W097,Fall involving playground equipment - farm
W098,Fall involving playground equipment - other specified locations
W099,Fall involving playground equipment - location unspecified
W100,Falling onto or from stairs or steps - residence
W101,Falling on or from stairs or steps - collective housing
W102,"Falls from or from stairs or steps - schools, other institutions and areas of public administration"
W103,Fall into or from stairs or steps - area for sports and athletics
W104,Falling on or from stairs or steps - street and road
W105,Falling to or from stairs or steps - commercial and service areas
W106,Falling onto or from stairs or steps - industrial and under construction areas
W107,Fall into or from stairs or steps - farm
W108,Falling onto or from stairs or steps - other specified locations
W109,Falling on or from stairs or steps - location not specified
W110,Fall on or from ladders - residence
W111,Fall on or down ladders - collective housing
W112,"Falling on or from ladders - schools, other institutions and areas of public administration"
W113,Fall into or from ladders - area for sports and athletics
W114,Drop on or from ladders - street and road
